
input frame records: 59990
embedding missing files:  0
total matches:  190
         1782792 function calls (1754950 primitive calls) in 6.108 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:788(FractionalMaxPool3d)
        1    0.000    0.000    0.000    0.000 _creation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       28    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
      156    0.000    0.000    0.000    0.000 :0(locals)
        1    0.000    0.000    0.000    0.000 codegen.py:1259(_check_llvm_bugs)
        1    0.000    0.000    0.000    0.000 instancenorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:458(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 period.py:115(PeriodArray)
      257    0.000    0.000    0.000    0.000 _decorators.py:371(doc)
        6    0.000    0.000    0.000    0.000 itanium_mangler.py:179(prepend_namespace)
       16    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 __init__.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 series.py:5077(reindex)
      380    0.000    0.000    0.000    0.000 fromnumeric.py:432(_repeat_dispatcher)
        9    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
       52    0.000    0.000    0.000    0.000 typing.py:804(__mro_entries__)
        1    0.000    0.000    0.000    0.000 sgd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        2    0.000    0.000    0.000    0.000 _decorators.py:344(decorate)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
       54    0.000    0.000    0.000    0.000 expressions.py:75(ophelper)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:111(__call__)
        1    0.000    0.000    0.000    0.000 unicode_support.py:381(_PY_CTF)
        1    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
       18    0.000    0.000    0.000    0.000 pickletools.py:961(__init__)
        1    0.000    0.000    0.000    0.000 rendezvous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       13    0.000    0.000    0.000    0.000 instructions.py:177(__init__)
       24    0.000    0.000    0.000    0.000 event.py:312(install_listener)
      456    0.000    0.000    0.000    0.000 :0(__getitem__)
       87    0.000    0.000    0.000    0.000 kl.py:71(decorator)
        1    0.000    0.000    0.000    0.000 threading.py:880(start)
        1    0.000    0.000    0.000    0.000 bn_relu.py:2(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:24(__new__)
       18    0.000    0.000    0.000    0.000 :0(_abc_register)
        1    0.000    0.000    0.000    0.000 generic.py:5044(reindex)
       50    0.000    0.000    0.000    0.000 _builtins.py:162(_find_builtin)
        1    0.000    0.000    0.000    0.000 commontypes.py:1(<module>)
       91    0.000    0.000    0.000    0.000 extending.py:366(__repr__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:161(PythonAPI)
        1    0.000    0.000    0.000    0.000 timedeltas.py:81(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 filelister.py:13(FileListerIterDataPipe)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        3    0.000    0.000    0.000    0.000 _six.py:34(__new__)
        1    0.000    0.000    0.000    0.000 dataset.py:194(ConcatDataset)
      435    0.000    0.000    0.000    0.000 base.py:242(disallow_kwargs)
      143    0.000    0.000    0.000    0.000 :0(transpose)
      478    0.000    0.000    0.000    0.000 value.py:119(is_global)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 importer.py:23(Importer)
       29    0.000    0.000    0.000    0.000 expressions.py:183(func)
        8    0.000    0.000    0.000    0.000 values.py:940(<listcomp>)
       75    0.000    0.000    0.000    0.000 config.py:772(wrap)
       97    0.000    0.000    0.000    0.000 contextlib.py:382(__exit__)
        6    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        8    0.000    0.000    0.000    0.000 passmanagers.py:269(initialize)
      266    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
      122    0.000    0.000    0.000    0.000 :0(item)
       71    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        1    0.000    0.000    0.000    0.000 distribution.py:8(Distribution)
       19    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
        1    0.000    0.000    0.000    0.000 radam.py:1(<module>)
      141    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       70    0.000    0.000    0.000    0.000 :0(argsort)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2437(_ParameterKind)
        9    0.000    0.000    0.000    0.000 accessor.py:137(_map_and_wrap)
        1    0.000    0.000    0.000    0.000 rprop.py:1(<module>)
      285    0.000    0.000    0.000    0.000 :0(index)
        1    0.000    0.000    0.000    0.000 dirichlet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:16(<module>)
      105    0.000    0.000    0.000    0.000 registry.py:5(register)
        1    0.000    0.000    0.000    0.000 conv.py:43(_ConvNd)
        8    0.000    0.000    0.000    0.000 passmanagers.py:276(finalize)
        2    0.000    0.000    0.000    0.000 init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
       22    0.000    0.000    0.000    0.000 std.py:1460(format_dict)
        1    0.000    0.000    0.000    0.000 castgraph.py:6(Conversion)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        3    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
      483    0.000    0.000    0.000    0.000 ffi.py:304(_dispose)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericIndex)
        4    0.000    0.000    0.000    0.000 extending.py:39(decorate)
        1    0.000    0.000    0.000    0.000 cpu_options.py:1(<module>)
       52    0.000    0.000    0.000    0.000 weakref.py:569(__init__)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:760(get)
        7    0.000    0.000    0.000    0.000 os.py:200(makedirs)
        3    0.000    0.000    0.000    0.000 values.py:31(_escape_string)
      188    0.000    0.000    0.000    0.000 :0(reverse)
        8    0.000    0.000    0.000    0.000 sysconfig.py:154(_subst_vars)
        1    0.000    0.000    0.000    0.000 utils.py:806(ELEMENTWISE_TYPE_PROMOTION_KIND)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
      296    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 conv.py:459(Conv3d)
        1    0.000    0.000    0.000    0.000 _ir_utils.py:4(_InsertPoint)
        1    0.000    0.000    0.000    0.000 conv.py:174(Conv1d)
        1    0.000    0.000    0.000    0.000 asgd.py:1(<module>)
       30    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 conv.py:310(Conv2d)
        1    0.000    0.000    0.000    0.000 representer.py:2(<module>)
       26    0.000    0.000    0.000    0.000 core.py:914(__init__)
        1    0.000    0.000    0.000    0.000 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:375(DatetimeTimedeltaMixin)
      192    0.000    0.000    0.000    0.000 :0(item_from_zerodim)
       75    0.000    0.000    0.000    0.000 managers.py:2037(internal_values)
        2    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
      151    0.000    0.000    0.000    0.000 :0(seterrobj)
        3    0.000    0.000    0.000    0.000 sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 expressions.py:381(ExpressionNode)
        1    0.000    0.000    0.000    0.000 packer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adamax.py:1(<module>)
       66    0.000    0.000    0.000    0.000 :0(mro)
      303    0.000    0.000    0.000    0.000 generic.py:332(attrs)
       12    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 nadam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:129(ConstantPad3d)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cgutils.py:417(get_or_insert_function)
        6    0.000    0.000    0.000    0.000 itanium_mangler.py:107(mangle_identifier)
        1    0.000    0.000    0.000    0.000 targets.py:27(flatten)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
       36    0.000    0.000    0.000    0.000 :0(call_stack)
        1    0.000    0.000    0.000    0.000 codegen.py:1064(JitEngine)
       17    0.000    0.000    0.000    0.000 imputils.py:317(iternext_impl)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
        1    0.000    0.000    0.000    0.000 enumimpl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
      330    0.000    0.000    0.000    0.000 :0(upper)
        1    0.000    0.000    0.000    0.000 _comparison.py:415(NumberPair)
        1    0.000    0.000    0.000    0.000 profiler.py:193(ProfilerAction)
       16    0.000    0.000    0.000    0.000 typeconv.py:57(set_promote)
       22    0.000    0.000    0.000    0.000 std.py:188(__format__)
      133    0.000    0.000    0.000    0.000 __init__.py:20(is_available)
      183    0.000    0.000    0.000    0.000 :0(checknull)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
      106    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 synchronize.py:10(<module>)
       99    0.000    0.000    0.000    0.000 :0(setter)
        2    0.000    0.000    0.000    0.000 dispatcher.py:713(<listcomp>)
      100    0.000    0.000    0.000    0.000 serialization.py:193(_is_path)
        6    0.000    0.000    0.000    0.000 mathimpl.py:127(unary_math_intr)
       17    0.000    0.000    0.000    0.000 dtypes.py:913(construct_from_string)
        1    0.000    0.000    0.000    0.000 studentT.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distributed.py:140(_BufferCommHookLocation)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 initfini.py:32(initialize_native_target)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:1(<module>)
       21    0.000    0.000    0.000    0.000 common.py:585(is_dtype_equal)
      122    0.000    0.000    0.000    0.000 :0(fill)
        1    0.000    0.000    0.000    0.000 hashing.py:477(_build_hashsecret)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
      300    0.000    0.000    0.000    0.000 storage.py:437(_untyped)
        1    0.000    0.000    0.000    0.000 observer.py:820(HistogramObserver)
       50    0.000    0.000    0.000    0.000 functions.py:515(__hash__)
      240    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 category.py:55(CategoricalIndex)
        2    0.000    0.000    0.000    0.000 _strptime.py:84(<listcomp>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       61    0.000    0.000    0.000    0.000 enum.py:81(__init__)
        2    0.000    0.000    0.000    0.000 module.py:109(verify)
        1    0.000    0.000    0.000    0.000 threading.py:563(wait)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:1(<module>)
        9    0.000    0.000    0.000    0.000 instructions.py:202(__init__)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:22(<listcomp>)
        4    0.000    0.000    0.000    0.000 codegen.py:1057(_proxy)
        1    0.000    0.000    0.000    0.000 generic.py:11598(any)
        1    0.000    0.000    0.000    0.000 binomial.py:1(<module>)
      121    0.000    0.000    0.000    0.000 :0(start)
        1    0.000    0.000    0.000    0.000 contexts.py:1(<module>)
       62    0.000    0.000    0.000    0.000 accessor.py:78(_create_delegator_property)
      161    0.000    0.000    0.000    0.000 _decorators.py:501(__init__)
       66    0.000    0.000    0.000    0.000 functools.py:840(_is_valid_dispatch_type)
       87    0.000    0.000    0.000    0.000 __init__.py:175(_wrap_tensor_meta)
       21    0.000    0.000    0.000    0.000 qconfig.py:63(__new__)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:11166(any)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
       20    0.000    0.000    0.000    0.000 values.py:1058(_to_list)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
      166    0.000    0.000    0.000    0.000 :0(divmod)
        1    0.000    0.000    0.000    0.000 internal.py:22(RPCExecMode)
       12    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 conv.py:208(Conv3d)
      103    0.000    0.000    0.000    0.000 :0(__init_subclass__)
      109    0.000    0.000    0.000    0.000 frontend.py:703(get_char)
        1    0.000    0.000    0.000    0.000 builtins.py:295(<listcomp>)
        1    0.000    0.000    0.000    0.000 floating.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generic.py:11108(_logical_func)
        1    0.000    0.000    0.000    0.000 tz.py:488(_read_tzfile)
      184    0.000    0.000    0.000    0.000 :0(time)
       92    0.000    0.000    0.000    0.000 common.py:1556(get_dtype)
        3    0.000    0.000    0.000    0.000 hashing.py:491(inject)
      200    0.000    0.000    0.000    0.000 serialization.py:199(__init__)
        9    0.000    0.000    0.000    0.000 _torch_docs.py:23(<listcomp>)
       29    0.000    0.000    0.000    0.000 dataclasses.py:344(_tuple_str)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:191(group)
       13    0.000    0.000    0.000    0.000 typing.py:958(__hash__)
